variant,frequency
Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Payment Handled -> Request Payment,2
Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Start trip -> End trip -> Declaration REJECTED by EMPLOYEE,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE,2
Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> End trip,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Start trip -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Send Reminder -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by PRE_APPROVER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Start trip -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SAVED by EMPLOYEE,2
Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Declaration REJECTED by MISSING -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Declaration REJECTED by MISSING -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by PRE_APPROVER -> Declaration FINAL_APPROVED by DIRECTOR -> Declaration APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Declaration SAVED by EMPLOYEE,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Start trip -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by PRE_APPROVER -> Declaration REJECTED by EMPLOYEE -> Permit REJECTED by MISSING,2
Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Declaration REJECTED by MISSING,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by PRE_APPROVER -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by PRE_APPROVER -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by PRE_APPROVER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Start trip -> Request Payment -> Payment Handled -> End trip,2
Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by PRE_APPROVER -> Declaration FINAL_APPROVED by SUPERVISOR -> Permit REJECTED by MISSING -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Declaration REJECTED by MISSING -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> End trip -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by PRE_APPROVER -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by PRE_APPROVER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> End trip -> Declaration APPROVED by PRE_APPROVER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> End trip -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SAVED by EMPLOYEE,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by BUDGET OWNER -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> End trip,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by BUDGET OWNER -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> End trip,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> End trip -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Start trip -> End trip -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Send Reminder -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> End trip -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration FINAL_APPROVED by SUPERVISOR -> End trip -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> End trip -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,2
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,2
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by PRE_APPROVER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by PRE_APPROVER -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by PRE_APPROVER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,2
